600,magazine/600.jpg,인플루언서 칼럼,12월의 뉴테이스트 by 김혜준 푸드 콘텐츠 디렉터,서울의 식문화는 여전히 빠르게 진화하고 있다. 혹한의 겨울을 맞이한 12월에도 각기 다른 뉴 테이스트를 장착한 네 곳의 업장을 통해 지금 서울이 품고 있는 새로운 맛의 풍경을 짚어본다.
594,magazine/594.jpg,레스토랑 & 카페,동네의 결이 이어지는 길 - 성북천 미식 산책,"신설동역부터 보문역, 성신여대입구역, 한성대입구역까지 이어지는 성북천은 오래된 노포부터 힙한 카페거리를 아우르며 시간이 켜켜이 축적된 터전이다. 다양한 연령대가 자연스럽게 공존하고, 물길을 따라 크고 작은 이야기가 흐르는 곳. 성북천의 맛집을 소개한다."
599,magazine/599.jpg,뉴스,'NOL 미식 여행 가이드' 겨울편 발표,놀유니버스가 블루리본 서베이와 함께 미식 트렌드에 발맞춘 시즌별 맛집 콘텐츠를 선보이며 국내 여행의 즐길거리를 확장한다. 첫 번째 NOL 미식 여행 가이드 '겨울편'은 '따뜻함 속 특별한 맛'을 테마로 구성했다.
597,magazine/597.jpg,인플루언서 칼럼,"커피로 바빠지는 서울의 연말, 12월의 커피 트렌드 by 심재범","연말의 서울은 언제나 커피로 바빠진다. 유난히 많은 매장이 문을 열고, 또 조용히 문을 닫는다. 12월 커피트렌드는 한국 커피 산업에서 한 획을 긋고 있는 커피가게 동경의 독립문 매장, 세계 최고 수준의 예멘 커피를 선보이는 디 진테제 한남, 한국을 대표하는 건축가 김중업의 개인주택을 리노베이션한 연희정음에 새롭게 입주한 푸어링아웃메라키, 그리고 한국에서 처음으로 개최된 월드 에어로프레스 챔피언십 서울의 소식을 전한다."
596,magazine/596.jpg,블루리본행사,"[블루리본위크 2025] Day 6. 레스쁘아, 임기학 셰프의 정통 클래식 프렌치 다이닝",블루리본 위크 2025의 마지막 날은 새롭게 이전한 임기학 셰프의 레스쁘아에서 열렸습니다.
595,magazine/595.jpg,블루리본행사,"[블루리본위크 2025] Day 5. 더그린테이블, 김은희 셰프가 한국의 식재료로 풀어내는 코리안 프렌치 다이닝","블루리본위크 2025의 다섯 번째 주인공은 김은희 셰프가 한국의 식재료로 풀어내는 코리안 프렌치 다이닝, 더그린테이블입니다."
591,magazine/591.jpg,뉴스,"칠레 피스코 & 칵테일 쇼, 500년 전통의 칠레 와인 증류주 '피스코' 조명","지난 12월 12일, 소피텔 앰배서더 서울 호텔 루프바 라티튜드32에서 칠레 전통 증류주 피스코(Pisco)를 조명하는 칠레 피스코 & 칵테일 쇼가 개최되었다."
585,magazine/585.jpg,"특집기사,인터뷰",'해리스' 라파엘 리 셰프 - 블루리본 특별 인터뷰,"스타우브는 프랑스에서 탄생한 전통 쿡웨어 브랜드로, 감각적인 디자인과 탄탄한 내구성으로 오랜 기간 사랑받아 왔다. 스타우브를 사용하면 온도 유지와 풍미 극대화 등 조리적 이점은 물론, 시선을 사로잡는 비주얼로 고객 SNS 등 온라인 채널에서 자연스러운 홍보 효과까지 기대할 수 있다는 업계의 평가다. 실제로 많은 레스토랑에서 스타우브가 고객의 눈길을 끌고 재방문을 유도하며, 매출 증대로 이어지고 있어 경쟁력을 높이는 필수 파트너로 자리 잡고 있다. 국내 프렌치 다이닝 신에서 꾸준히 활동하며 현역으로 자리 잡은 셰프들의 목소리를 통해, 스타우브의 제품이 업장에서 어떻게 활용되는지 들여다보는 시간을 가졌다."
593,magazine/593.jpg,블루리본행사,"[블루리본위크 2025] Day 4. 라미띠에, 장명식 셰프가 선보이는 모던 클래식 프렌치 다이닝",블루리본위크 2025의 네 번째 주인공은 섬세한 해석과 감각이 더해진 클래식한 프렌치를 선보이는 장명식 셰프의 라미띠에입니다.
592,magazine/592.jpg,블루리본행사,"[블루리본위크 2025] Day 3. 테이블포포, 김성운 셰프의 섬세한 이탈리안 다이닝",블루리본위크 2025의 세 번째 주인공은 태안의 제철 식재료를 바탕으로 섬세한 이탈리안 다이닝을 선보이는 김성운 셰프의 테이블포포입니다.
590,magazine/590.jpg,블루리본행사,"[블루리본위크 2025] Day 2.  톡톡, 김대천 셰프의 크리에이티브 파인 다이닝","셰프들의 추억이 담긴 레시피로 미식의 한 주를 여는 블루리본위크 2025, 그 두 번째 날은 김대천 셰프의 크리에이티브 파인 다이닝 레스토랑, 톡톡에서 열렸습니다."
588,magazine/588.jpg,블루리본행사,"[블루리본위크 2025] Day 1.  파씨오네, 이방원 셰프가 이끄는 클래식 프렌치 다이닝","특별한 미식의 한 주, 블루리본위크 2025가 이방원 셰프의 클래식 프렌치 다이닝, 파씨오네에서 시작되었습니다."
598,magazine/598.jpg,뉴스,2025년 '서부내륙권맛집' 100선 선정,"지난 11월, 블루리본 서베이는 전북, 충남, 세종 3개 광역권의 미식자원 100선을 선정하여 발표하였다.  미식자원 선정은 3개 지역의 추천 맛집과 블루리본의 공정한 평가 기준으로 이루어졌으며, 전문가의 서면평가와 현장평가를 통해 최종 100개의 맛집이 선정되었다"
586,magazine/586.jpg,뉴스,2025년 '세종사랑맛집' 44곳 선정,"지난 11월 12일, 블루리본 서베이는 세종특별자치시와 세종시문화관광재단과의 협업을 통해 '2025년 세종사랑맛집' 44군데를 선정하여 발표하였다. 이번 선정은 세종시민의 추천과 블루리본의 공정한 평가 기준으로 이루어졌으며, 전문가의 서면 평가와 현장 평가를 통해 44곳의 맛집이 최종 선정되었습니다."
584,magazine/584.jpg,레스토랑 & 카페,"올겨울, 서울에서 가장 빛나는 크리스마스 트리가 있는 카페","어느 때보다 반짝이는 서울의 겨울. 개성이 뚜렷한 카페들이 각자의 방식으로 크리스마스를 준비합니다. 공간을 채우는 조명과 소품, 그리고 존재감을 드러내는 크리스마스 트리가 겨울의 풍경을 완성합니다. 이번 매거진에서는 서울 곳곳에서 크리스마스 분위기를 깊게 느낄 수 있는 열 곳의 카페를 소개합니다. 각 카페의 특색을 보여주는 시그니처 메뉴와 크리스마스를 위해 마련한 겨울 한정 메뉴까지 담았습니다."
581,magazine/581.jpg,"특집기사,인터뷰",'뮤땅' 알렉스 홍 셰프 - 블루리본 특별 인터뷰,"스타우브는 프랑스에서 탄생한 전통 쿡웨어 브랜드로, 감각적인 디자인과 탄탄한 내구성으로 오랜 기간 사랑받아 왔다. 스타우브를 사용하면 온도 유지와 풍미 극대화 등 조리적 이점은 물론, 시선을 사로잡는 비주얼로 고객 SNS 등 온라인 채널에서 자연스러운 홍보 효과까지 기대할 수 있다는 업계의 평가다. 실제로 많은 레스토랑에서 스타우브가 고객의 눈길을 끌고 재방문을 유도하며, 매출 증대로 이어지고 있어 경쟁력을 높이는 필수 파트너로 자리 잡고 있다. 국내 프렌치 다이닝 신에서 꾸준히 활동하며 현역으로 자리 잡은 셰프들의 목소리를 통해, 스타우브의 제품이 업장에서 어떻게 활용되는지 들여다보는 시간을 가졌다."
583,magazine/583.jpg,인플루언서 칼럼,뉴욕 - 김혜준의 동네 한바퀴 Ep. 14,"쉽지 않은 비행 시간을 이겨내고 도착한 뉴욕. 시차 부적응을 겪을 겨를도 없이 맨해튼 거리를 걷게 되는 여행자의 설렘이 있다. 다양한 인종이 살아가는 도시인 만큼 맛의 카테고리도 상당히 다채로운 이 여행지에서, 고물가 상황 속에서도 가장 트렌디하면서도 맛으로 만족스러운 뉴욕을 소개해 본다."
582,magazine/582.jpg,인플루언서 칼럼,"해가 짧아지는 겨울의 입구, 11월의 커피 트렌드 by 심재범","겨울의 입구, 아침 저녁의 일교차와 함께 일상의 흐름이 빠르게 바뀌고 있다. 11월 커피 트렌드는 서울 종각의 피어커피 그랑서울, 제주시 화북동의 키에키 커피 스탠드, 제주 구도심의 팔즈를 통해 자연스럽게 스며드는 일상의 커피를 살펴보았다. 화려한 이벤트보다 매일의 루틴 속에서 차분하게 빛나는 공간들이다."
578,magazine/578.jpg,"특집기사,인터뷰",'김혜준컴퍼니' 김혜준 대표 - 블루리본 특별 인터뷰,"스타우브는 프랑스에서 탄생한 전통 쿡웨어 브랜드로, 감각적인 디자인과 탄탄한 내구성으로 오랜 기간 사랑받아 왔다. 스타우브를 사용하면 요리의 온도와 풍미를 최대화하는 것은 물론, 비주얼적으로도 시선을 사로잡아 고객의 SNS 등 온라인 채널을 통한 자연스러운 홍보 효과까지 기대할 수 있다. 실제로 많은 레스토랑에서 스타우브가 고객의 눈길을 끌고 재방문을 유도하며, 매출 증대로 이어지고 있어 경쟁력을 높이는 필수 파트너로 자리 잡고 있다. 브랜드 컨설팅의 전문가와 인플루언서를 만나 그들의 목소리를 통해, 스타우브 브랜드가 가진 특징이 업장에서 어떻게 활용되는지 들여다보는 시간을 가졌다."
579,magazine/579.jpg,레스토랑 & 카페,2026년 서울의 주목할 만한 새 맛집,"<서울의 맛집 2026>에는 지난 1년간 오픈과 동시에 화제가 되었던 새 맛집이 수록되어 있습니다. 다양한 장르의 주목할 만한 새 맛집 10곳을 소개해드립니다. 강민철 셰프가 새롭게 전개하는 코리안 파인다이닝 레스토랑, 기와강, 언제나 다양한 방법으로 맛을 끌어올린 이탈리아 빵을 선보이는 리틀앤머치, 한국계 미국인 요리사인 오스틴 강 셰프가 발효 음식을 중심으로 한 한식을 선보이는 묵정서울, 김대천 셰프가 채소 한식이라는 타이틀로 완성한 모던 한식 다이닝 레스토랑 비움, 뉴욕에서 유명한 스테이크 전문점, 스미스앤월렌스키, 유오균 셰프가 새롭게 선보이는 하이엔드 스시야 스시고킨, 세 가지 종류의 국내산 흑돼지 품종인 버크셔K, 우리흑돈, 난축맛돈을 맛볼 수 있는 흑돼지 편집샵 칠흑, 모던 클래식 프렌치 페이스트리를 선보이는 최규성 파티시에의 파티세리뮤흐, 장르와 형식에 구애받지 않는 세련된 일식을 선보이는 최성훈 셰프의 모던 재패니즈 다이닝 하쿠시, 정통 교토식 가이세키와 스시오마카세를 경험할 수 있는 일식 파인 다이닝 히노츠키 10곳입니다."
587,magazine/587.jpg,뉴스,"국내 최대 베이커리 대회 <바게트&크루아상 챔피언십 with 우리밀 뺑드미> 성료, 바게트·크루아상·뺑드미 챔피언 탄생",2025년 11월 10일 개최된 ‘2025 르빵 바게트&크루아상 챔피언십’ 시상식에서 바게트·크루아상·뺑드미 세 부문에서 우수한 성과를 낸 아홉 명의 베이커가 수상의 영광을 안았다.
577,magazine/577.jpg,레스토랑 & 카페,2026 서울 최고의 맛집: ③ 블루리본 2개를 받은 서울 카페&디저트&베이커리,"<서울의맛집 2026>에서 블루리본 2개를 받은 서울 카페&디저트&베이커리를 소개합니다. JL디저트바, 경인미술관전통다원, 기욤, 김씨부인, 김영모과자점, 나무사이로내자, 나폴레옹과자점, 다만프레르, 다크에디션커피, 당옥, 디폴트밸류, 딥블루레이크, 듀자미, 리치몬드과자점, 르빵, 마얘, 메쉬커피, 메종엠오, 밀갸또, 비원떡집, 삐아프, 소금집델리, 스몰배치서울, 스위트에삐, 스틱윗미, 아도르, 아이덴티티커피랩, 어니언(안국점), 앨리스프로젝트, 오뗄두스, 오월의종, 우스블랑, 엘카페커피로스터스, 젠제로, 커피리브레, 커피몽타주, 크레미엘, 폴앤폴리나, 프레드므아청담, 프릳츠, 펠앤콜, 펠트커피(청계천점), 피에트라, 합입니다."
575,magazine/575.jpg,"특집기사,인터뷰",블루리본 특별 인터뷰 - '파사주' 이병곤 셰프,"스타우브는 프랑스에서 탄생한 전통 쿡웨어 브랜드로, 감각적인 디자인과 탄탄한 내구성으로 오랜 기간 사랑받아 왔다. 스타우브를 사용하면 온도 유지와 풍미 극대화 등 조리적 이점은 물론, 시선을 사로잡는 비주얼로 고객 SNS 등 온라인 채널에서 자연스러운 홍보 효과까지 기대할 수 있다는 업계의 평가다. 실제로 많은 레스토랑에서 스타우브가 고객의 눈길을 끌고 재방문을 유도하며, 매출 증대로 이어지고 있어 경쟁력을 높이는 필수 파트너로 자리 잡고 있다. 국내 프렌치 다이닝 신에서 꾸준히 활동하며 현역으로 자리 잡은 셰프들의 목소리를 통해, 스타우브의 제품이 업장에서 어떻게 활용되는지 들여다보는 시간을 가졌다."
574,magazine/574.jpg,레스토랑 & 카페,2026년 서울 최고의 맛집: ② 전년도에 이어 블루리본 세 개를 유지한 맛집,"<서울의 맛집 2026>에서 전년도에 이어 블루리본 세 개를 유지한 최고의 레스토랑 37곳을 소개합니다. 강민철레스토랑, 고료리켄, 권숙수, 낙원, 다이닝마, 더그린테이블, 도림, 도원, 라망시크레, 라미띠에, 레스쁘아, 명월관, 무오키, 미토우, 미피아체, 밍글스, 벽제갈비더청담, 본앤브레드, 봉래헌, 비스트로드욘트빌, 삼원가든, 세븐스도어, 솔밤, 스시조, 스와니예, 아리아께, 알라프리마, 온지음레스토랑, 이타닉가든, 정식당, 제로컴플렉스, 쵸이닷, 콘티넨탈, 테이블포포, 파씨오네, 팔선, 홍보각입니다."
576,magazine/576.jpg,공지사항,<서울의 맛집 2026> 서평단을 모집합니다.,<서울의 맛집 2026> 서평단을 모집합니다.
573,magazine/573.jpg,레스토랑 & 카페,2026년 서울 최고의 맛집: ① 새로 선정된 블루리본 세 개 맛집,"<서울의맛집 2026>에서 새롭게 리본 세 개를 받은 최고의 레스토랑 6곳을 소개합니다. 가겐, 모수서울, 소수헌, 소울다이닝, 하네, 호빈입니다."
572,magazine/572.jpg,블루리본 소식,<블루리본서베이: 서울의 맛집 2026> 출간,"최고의 권위를 인정받고 있는 우리나라 최초의 맛집 평가서 <블루리본서베이>가 2025년 11월  <서울의 맛집 2026>을 출간했다. 2005년부터 발행된 블루리본서베이는 올해 21번째 되는 해를 맞는다. 지난해 20주년을 맞이한 블루리본서베이는 올해도 7만 명이 넘는 독자가 맛집 평가에 참여한 결과, 총 43개의 맛집이 리본 세 개를 받아 서울 최고의 맛집으로 선정되었다."
571,magazine/571.jpg,인플루언서 칼럼,10월의 뉴테이스트 by 김혜준 푸드 콘텐츠 디렉터,"가을에서 겨울로 이어지는 구간이 새삼 짧게 느껴진다. 차가운 바람에 재킷을 여며야 하는 10월이라니 짧아지는 가을에 야속한 마음도 든다. 허전한 마음을 채울만한 새로운 맛의 발견을 공유해본다. 럭셔리 브랜드의 본격적인 F&B 진출, 대한민국 방방곡곡을 누비며 좋은 식재료를 찾아다니던 MD가 오픈한 국내 최초 흑돼지 편집숍, 성수동에 오픈한 일본식 빙수, 화덕 오븐에서 구워져 나오는 나폴리 피자의 대향연까지. 10월도 맛으로 꽉꽉 채울 수 있는 풍요로움을 전해본다."
